OrderID,CustomerID,ProductID,Quantity,OrderDate,PaymentMethod,OrderStatus,Discount,Rating
O00863,C205,P026,8,2025-05-12,Net Banking,Shipped,0,5
O00864,C010,P058,7,2025-05-28,Cash,Delivered,10,4
O00865,C243,P013,2,2025-05-07,Cash,Returned,15,1
O00866,C083,P029,5,2025-02-19,Net Banking,Cancelled,15,2
O00867,C260,P005,4,2025-05-31,Cash,Returned,5,3
O00868,C200,P040,7,2025-06-22,Cash,Returned,5,5
O00869,C107,P037,5,2025-06-26,UPI,Returned,5,2
O00870,C103,P044,3,2025-06-05,Net Banking,Delivered,15,4
O00871,C156,P036,4,2025-02-23,UPI,Delivered,10,3
O00872,C183,P053,3,2025-02-14,UPI,Delivered,10,4
O00873,C059,P043,10,2025-02-28,UPI,Shipped,15,3
O00874,C175,P032,6,2025-01-12,Cash,Shipped,20,5
O00875,C054,P025,1,2025-04-23,Net Banking,Delivered,0,5
O00876,C053,P008,9,2025-01-11,UPI,Shipped,0,2
O00877,C186,P075,3,2025-03-16,Net Banking,Returned,0,2
O00878,C187,P057,6,2025-02-05,UPI,Shipped,15,4
O00879,C004,P042,4,2025-05-02,Cash,Cancelled,20,2
O00880,C044,P008,5,2025-04-06,Net Banking,Cancelled,5,2
O00881,C272,P047,7,2025-02-28,Card,Returned,15,4
O00882,C235,P017,9,2025-06-24,Cash,Delivered,15,2
O00883,C006,P021,9,2025-01-18,UPI,Cancelled,10,4
O00884,C085,P048,7,2025-01-16,Net Banking,Delivered,5,5
O00885,C030,P057,9,2025-03-17,Net Banking,Returned,20,3
O00886,C161,P067,6,2025-01-03,Cash,Shipped,15,4
O00887,C106,P032,9,2025-06-09,Net Banking,Cancelled,15,2
O00888,C155,P023,2,2025-01-10,Cash,Returned,5,5
O00889,C277,P006,5,2025-02-24,UPI,Cancelled,20,3
O00890,C082,P001,1,2025-01-08,Cash,Shipped,10,4
O00891,C259,P055,2,2025-01-16,Cash,Cancelled,20,3
O00892,C064,P046,1,2025-06-16,UPI,Returned,10,5
O00893,C003,P006,8,2025-03-28,Card,Shipped,10,3
O00894,C146,P061,10,2025-06-22,Card,Returned,20,2
O00895,C054,P034,6,2025-05-13,Card,Cancelled,15,1
O00896,C076,P062,7,2025-04-16,UPI,Delivered,0,4
O00897,C067,P009,8,2025-02-24,Net Banking,Delivered,10,5
O00898,C207,P021,10,2025-05-24,Net Banking,Cancelled,20,4
O00899,C217,P074,8,2025-06-26,Net Banking,Returned,5,2
O00900,C259,P024,3,2025-05-05,Net Banking,Shipped,20,5
O00901,C061,P012,4,2025-04-27,Net Banking,Delivered,5,5
O00902,C190,P016,2,2025-06-04,Net Banking,Delivered,0,3
O00903,C293,P016,5,2025-01-11,Card,Delivered,10,3
O00904,C192,P037,5,2025-03-17,Net Banking,Delivered,5,2
O00905,C216,P037,1,2025-03-20,Cash,Shipped,5,4
O00906,C002,P033,2,2025-05-21,Cash,Delivered,0,4
O00907,C247,P022,10,2025-03-21,Net Banking,Cancelled,15,4
O00908,C068,P071,3,2025-05-10,Net Banking,Returned,15,2
O00909,C167,P071,2,2025-06-09,Net Banking,Returned,5,4
O00910,C174,P066,9,2025-01-12,Net Banking,Cancelled,0,2
O00911,C013,P056,10,2025-06-11,Cash,Delivered,20,1
O00912,C099,P054,10,2025-05-19,UPI,Shipped,15,5
O00913,C010,P071,2,2025-06-18,Card,Delivered,10,2
O00914,C126,P069,10,2025-04-24,UPI,Cancelled,15,5
O00915,C024,P065,8,2025-01-06,Cash,Returned,5,4
O00916,C013,P018,9,2025-03-23,Net Banking,Cancelled,0,1
O00917,C051,P049,9,2025-02-13,Cash,Shipped,5,3
O00918,C046,P037,3,2025-03-20,Net Banking,Shipped,0,5
O00919,C167,P006,3,2025-01-07,UPI,Cancelled,15,1
O00920,C164,P053,3,2025-04-16,Cash,Cancelled,15,1
O00921,C027,P027,4,2025-03-03,Card,Returned,20,5
O00922,C198,P053,2,2025-03-10,UPI,Cancelled,15,5
O00923,C209,P071,2,2025-05-04,UPI,Returned,5,1
O00924,C138,P058,9,2025-05-31,UPI,Shipped,20,2
O00925,C156,P018,10,2025-04-15,Net Banking,Delivered,20,2
O00926,C073,P029,6,2025-05-19,Card,Shipped,20,4
O00927,C285,P029,8,2025-01-11,UPI,Returned,20,3
O00928,C086,P030,1,2025-01-16,Net Banking,Cancelled,20,3
O00929,C195,P053,6,2025-06-11,Card,Cancelled,0,2
O00930,C274,P045,10,2025-01-18,Cash,Delivered,15,1
O00931,C072,P013,9,2025-03-13,Net Banking,Shipped,20,5
O00932,C163,P008,6,2025-06-12,Cash,Returned,10,2
O00933,C165,P010,6,2025-02-23,Net Banking,Cancelled,0,2
O00934,C002,P031,10,2025-05-02,UPI,Delivered,5,4
O00935,C285,P056,8,2025-04-11,UPI,Delivered,20,1
O00936,C228,P028,2,2025-04-01,Net Banking,Cancelled,15,2
O00937,C005,P017,2,2025-04-29,Cash,Shipped,15,1
O00938,C114,P045,1,2025-03-13,Cash,Shipped,0,5
O00939,C156,P019,4,2025-03-01,Net Banking,Cancelled,0,3
O00940,C253,P075,10,2025-02-23,UPI,Shipped,15,1
O00941,C143,P017,10,2025-05-09,Net Banking,Shipped,20,2
O00942,C290,P017,10,2025-05-25,Card,Delivered,20,2
O00943,C034,P028,3,2025-03-08,Card,Cancelled,5,1
O00944,C273,P056,10,2025-03-06,Net Banking,Delivered,15,1
O00945,C166,P028,7,2025-04-15,Cash,Delivered,20,4
O00946,C254,P052,6,2025-05-13,UPI,Shipped,0,3
O00947,C216,P070,9,2025-04-25,Cash,Delivered,15,2
O00948,C172,P022,2,2025-05-27,UPI,Shipped,15,1
O00949,C128,P027,4,2025-02-12,Cash,Cancelled,0,1
O00950,C015,P010,8,2025-04-21,UPI,Cancelled,10,2
O00951,C056,P063,8,2025-03-03,Cash,Delivered,10,5
O00952,C122,P056,2,2025-06-03,Net Banking,Delivered,15,5
O00953,C064,P064,2,2025-01-16,UPI,Returned,10,1
O00954,C066,P017,1,2025-04-24,UPI,Cancelled,20,4
O00955,C034,P009,2,2025-06-23,UPI,Delivered,10,4
O00956,C206,P018,2,2025-06-08,Net Banking,Shipped,20,5
O00957,C006,P054,8,2025-04-09,Net Banking,Returned,20,5
O00958,C052,P068,6,2025-06-16,UPI,Returned,20,3
O00959,C099,P055,2,2025-01-27,UPI,Delivered,20,2
O00960,C294,P006,3,2025-06-13,Cash,Cancelled,15,4
O00961,C228,P023,3,2025-03-04,Card,Delivered,0,2
O00962,C160,P017,10,2025-04-22,Cash,Cancelled,20,5
O00963,C075,P040,3,2025-05-01,Cash,Cancelled,10,3
O00964,C005,P018,9,2025-05-31,Card,Delivered,5,5
O00965,C287,P075,1,2025-04-19,Cash,Shipped,5,2
O00966,C036,P045,6,2025-02-18,Net Banking,Returned,20,3
O00967,C297,P030,10,2025-03-27,Cash,Returned,10,2
O00968,C054,P060,8,2025-01-11,Net Banking,Shipped,0,2
O00969,C118,P075,8,2025-06-09,Card,Shipped,15,3
O00970,C193,P073,4,2025-04-13,Card,Delivered,10,1
O00971,C038,P035,6,2025-01-08,UPI,Shipped,10,4
O00972,C100,P060,10,2025-04-03,UPI,Delivered,5,2
O00973,C146,P070,3,2025-02-26,Cash,Shipped,10,5
O00974,C126,P042,3,2025-02-20,UPI,Shipped,10,1
O00975,C011,P055,3,2025-04-08,UPI,Cancelled,5,3
O00976,C234,P066,4,2025-04-05,Cash,Shipped,20,5
O00977,C223,P022,2,2025-01-31,Card,Shipped,5,2
O00978,C273,P002,7,2025-06-27,Cash,Cancelled,20,4
O00979,C126,P050,1,2025-06-07,Card,Cancelled,5,3
O00980,C127,P036,1,2025-06-11,Cash,Shipped,20,5
O00981,C251,P069,4,2025-01-21,Net Banking,Delivered,5,5
O00982,C199,P014,9,2025-04-06,Net Banking,Returned,5,3
O00983,C192,P003,9,2025-06-27,Net Banking,Returned,15,3
O00984,C298,P011,7,2025-06-13,UPI,Shipped,5,2
O00985,C232,P012,4,2025-04-12,Card,Cancelled,15,4
O00986,C293,P035,3,2025-04-06,Cash,Delivered,5,1
O00987,C152,P062,8,2025-05-13,Cash,Shipped,20,1
O00988,C239,P026,9,2025-06-09,Cash,Returned,15,4
O00989,C222,P022,7,2025-04-05,Net Banking,Cancelled,10,4
O00990,C013,P036,3,2025-04-24,Card,Cancelled,0,3
O00991,C043,P060,5,2025-05-09,UPI,Cancelled,5,1
O00992,C061,P011,2,2025-04-03,UPI,Shipped,10,2
O00993,C169,P020,5,2025-03-19,Cash,Shipped,20,2
O00994,C279,P033,5,2025-01-03,Cash,Cancelled,10,4
O00995,C208,P059,10,2025-06-17,UPI,Returned,20,2
O00996,C204,P032,4,2025-02-28,Card,Returned,5,5
O00997,C283,P013,8,2025-04-29,Cash,Delivered,10,2
O00998,C220,P010,7,2025-02-23,Net Banking,Returned,20,1
O00999,C192,P016,3,2025-05-28,Card,Cancelled,0,4
O01000,C182,P062,6,2025-02-27,Net Banking,Returned,15,5
O01001,C154,P050,6,2025-05-31,UPI,Delivered,5,2
O01002,C170,P024,10,2025-06-11,Net Banking,Returned,5,4
O01003,C033,P007,9,2025-04-09,Card,Returned,0,3
O01004,C292,P074,8,2025-06-13,Cash,Delivered,5,1
O01005,C284,P067,3,2025-01-09,Net Banking,Delivered,5,2
O01006,C036,P010,7,2025-03-14,Card,Shipped,10,5
O01007,C036,P024,8,2025-01-15,Cash,Delivered,5,3
O01008,C211,P010,7,2025-02-10,UPI,Shipped,20,4
O01009,C245,P012,2,2025-04-10,Card,Shipped,5,3
O01010,C222,P018,8,2025-02-10,Cash,Shipped,20,4
O01011,C142,P013,4,2025-01-02,Card,Returned,0,4
O01012,C127,P009,9,2025-03-26,Net Banking,Returned,15,5
O01013,C021,P062,2,2025-03-15,Net Banking,Cancelled,10,4
O01014,C090,P037,7,2025-03-05,Card,Returned,15,4
O01015,C094,P062,10,2025-01-25,Net Banking,Delivered,5,2
O01016,C141,P004,9,2025-03-16,UPI,Shipped,15,4
O01017,C284,P026,2,2025-04-05,UPI,Delivered,20,3
O01018,C210,P047,8,2025-02-12,Cash,Shipped,20,1
O01019,C237,P034,1,2025-01-19,Net Banking,Returned,10,4
O01020,C100,P021,7,2025-01-10,UPI,Cancelled,0,2
O01021,C168,P017,8,2025-05-05,Net Banking,Delivered,0,5
O01022,C125,P018,8,2025-02-05,Net Banking,Cancelled,5,2
O01023,C010,P069,10,2025-01-26,Card,Cancelled,0,5
O01024,C201,P014,3,2025-01-20,UPI,Cancelled,5,4
O01025,C184,P067,3,2025-02-25,UPI,Shipped,15,1
O01026,C268,P038,2,2025-04-10,Cash,Returned,0,5
O01027,C003,P008,1,2025-04-07,Card,Shipped,10,2
O01028,C103,P016,2,2025-01-05,Net Banking,Delivered,0,3
O01029,C099,P064,2,2025-02-26,UPI,Shipped,5,1
O01030,C213,P048,9,2025-01-28,Cash,Cancelled,20,2
O01031,C107,P058,9,2025-04-12,Net Banking,Delivered,5,2
O01032,C055,P035,6,2025-03-24,Card,Delivered,15,3
O01033,C007,P048,7,2025-02-24,Net Banking,Shipped,0,3
O01034,C189,P018,1,2025-01-18,Card,Returned,10,5
O01035,C256,P028,2,2025-05-18,Card,Cancelled,0,5
O01036,C167,P055,7,2025-06-23,Card,Cancelled,5,3
O01037,C247,P028,2,2025-03-27,UPI,Returned,15,5
O01038,C120,P048,9,2025-05-31,UPI,Shipped,0,5
O01039,C064,P033,5,2025-03-02,Net Banking,Shipped,20,1
O01040,C031,P050,3,2025-04-06,Net Banking,Cancelled,5,2
O01041,C193,P024,4,2025-06-14,UPI,Shipped,20,4
O01042,C169,P006,3,2025-03-13,Cash,Delivered,20,4
O01043,C148,P024,1,2025-02-28,Cash,Cancelled,5,2
O01044,C277,P022,1,2025-06-20,Card,Shipped,20,4
O01045,C267,P058,6,2025-02-16,Net Banking,Delivered,0,4
O01046,C036,P064,4,2025-01-14,Card,Shipped,5,1
O01047,C089,P042,10,2025-05-21,Card,Shipped,20,1
O01048,C219,P031,8,2025-03-21,Card,Shipped,5,4
O01049,C091,P058,10,2025-03-05,Cash,Cancelled,20,4
O01050,C104,P058,5,2025-05-04,UPI,Cancelled,15,4
O01051,C086,P002,8,2025-04-23,Net Banking,Returned,5,4
O01052,C011,P041,7,2025-04-20,UPI,Cancelled,20,5
O01053,C079,P036,9,2025-02-14,Cash,Returned,15,3
O01054,C233,P018,5,2025-04-07,Net Banking,Delivered,10,2
O01055,C241,P062,4,2025-02-09,Card,Delivered,0,5
O01056,C192,P025,8,2025-04-14,Net Banking,Returned,10,4
O01057,C251,P054,5,2025-06-14,UPI,Returned,0,1
O01058,C198,P071,10,2025-02-11,Card,Returned,10,3
O01059,C261,P055,8,2025-06-12,Cash,Delivered,15,4
O01060,C127,P075,4,2025-05-03,UPI,Cancelled,0,2
O01061,C134,P052,10,2025-04-27,Card,Cancelled,5,5
O01062,C297,P001,3,2025-01-04,UPI,Delivered,15,4
O01063,C042,P027,9,2025-02-18,Net Banking,Shipped,15,3
O01064,C155,P054,9,2025-05-17,Net Banking,Cancelled,15,1
O01065,C056,P067,10,2025-03-30,Card,Cancelled,5,4
O01066,C158,P022,1,2025-02-13,Net Banking,Delivered,0,1
O01067,C214,P015,9,2025-04-17,Cash,Returned,5,2
O01068,C192,P019,3,2025-06-30,Card,Shipped,15,2
O01069,C258,P055,2,2025-04-26,Card,Shipped,5,1
O01070,C094,P034,4,2025-03-08,Net Banking,Returned,20,1
O01071,C086,P065,2,2025-03-17,UPI,Returned,0,3
O01072,C033,P013,6,2025-01-08,Card,Returned,15,1
O01073,C005,P026,1,2025-03-10,UPI,Delivered,0,2
O01074,C268,P011,1,2025-04-07,Cash,Returned,15,3
O01075,C220,P057,6,2025-04-05,Cash,Cancelled,5,3
O01076,C205,P042,7,2025-06-06,UPI,Cancelled,10,1
O01077,C002,P021,8,2025-06-28,Net Banking,Shipped,0,5
O01078,C063,P066,9,2025-03-13,Card,Cancelled,15,5
O01079,C244,P065,9,2025-04-16,Card,Delivered,10,1
O01080,C185,P011,1,2025-03-25,Net Banking,Shipped,20,4
O01081,C205,P042,10,2025-01-21,Cash,Returned,15,1
O01082,C198,P026,5,2025-06-05,Card,Shipped,20,5
O01083,C259,P006,1,2025-02-02,Net Banking,Delivered,10,5
O01084,C240,P029,3,2025-04-25,UPI,Returned,20,2
O01085,C125,P019,4,2025-02-13,UPI,Delivered,15,1
O01086,C083,P055,6,2025-04-09,Cash,Shipped,10,4
O01087,C064,P049,3,2025-05-17,Net Banking,Delivered,10,2
O01088,C295,P003,10,2025-01-17,Cash,Returned,15,5
O01089,C224,P050,4,2025-02-27,Cash,Delivered,10,1
O01090,C058,P050,2,2025-03-29,Card,Delivered,20,3
O01091,C066,P002,6,2025-04-08,UPI,Cancelled,0,5
O01092,C275,P064,4,2025-04-10,Net Banking,Cancelled,10,2
O01093,C267,P003,10,2025-06-01,Card,Delivered,15,1
O01094,C276,P065,8,2025-03-22,Card,Cancelled,5,4
O01095,C234,P036,3,2025-06-03,Cash,Shipped,0,5
O01096,C164,P020,5,2025-05-09,UPI,Cancelled,20,4
O01097,C111,P009,8,2025-03-16,Net Banking,Delivered,10,2
O01098,C108,P012,4,2025-06-29,UPI,Shipped,15,4
O01099,C154,P008,3,2025-01-06,Net Banking,Cancelled,15,4
O01100,C179,P010,7,2025-04-11,UPI,Cancelled,10,2
O01101,C281,P058,7,2025-01-25,Card,Cancelled,20,1
O01102,C156,P017,8,2025-06-17,Card,Shipped,15,4
O01103,C150,P022,3,2025-02-23,Card,Shipped,0,3
O01104,C295,P074,2,2025-06-23,Card,Returned,15,2
O01105,C029,P063,2,2025-04-02,Net Banking,Shipped,0,1
O01106,C264,P065,6,2025-06-01,Net Banking,Shipped,15,2
O01107,C018,P003,2,2025-03-03,Net Banking,Returned,10,5
O01108,C089,P052,7,2025-06-27,UPI,Returned,15,3
O01109,C228,P057,6,2025-01-03,UPI,Delivered,0,1
O01110,C251,P066,9,2025-02-27,UPI,Returned,10,1
O01111,C093,P017,7,2025-05-04,Net Banking,Cancelled,20,2
O01112,C051,P019,6,2025-01-17,Card,Returned,0,4
O01113,C285,P040,9,2025-05-16,Net Banking,Delivered,20,5
O01114,C276,P055,2,2025-02-23,UPI,Shipped,20,2
O01115,C003,P008,9,2025-04-25,Cash,Delivered,0,2
O01116,C295,P054,4,2025-06-17,Card,Delivered,20,3
O01117,C018,P001,2,2025-02-01,Cash,Cancelled,20,2
O01118,C217,P055,1,2025-03-05,Cash,Delivered,20,3
O01119,C274,P044,8,2025-02-05,Net Banking,Cancelled,20,3
O01120,C276,P029,9,2025-02-23,UPI,Delivered,5,1
O01121,C097,P045,3,2025-03-18,Card,Shipped,20,5
O01122,C111,P075,10,2025-04-02,Cash,Shipped,20,4
O01123,C039,P032,9,2025-03-07,Cash,Returned,5,4
O01124,C234,P061,2,2025-03-07,Net Banking,Shipped,20,2
O01125,C037,P060,5,2025-06-12,Card,Cancelled,20,5
O01126,C084,P074,7,2025-02-09,Cash,Returned,15,1
O01127,C127,P014,2,2025-03-11,UPI,Delivered,20,4
O01128,C034,P023,6,2025-06-13,UPI,Cancelled,10,3
O01129,C075,P008,4,2025-03-12,UPI,Delivered,15,2
O01130,C194,P010,2,2025-02-01,Card,Cancelled,20,4
O01131,C049,P048,9,2025-03-31,Cash,Cancelled,20,1
O01132,C025,P066,3,2025-03-23,Net Banking,Shipped,10,5
O01133,C283,P016,10,2025-04-14,Net Banking,Shipped,10,1
O01134,C263,P060,3,2025-06-18,Card,Shipped,15,5
O01135,C137,P074,1,2025-06-13,Cash,Shipped,20,4
O01136,C235,P024,3,2025-04-23,Cash,Returned,20,3
O01137,C142,P055,7,2025-05-14,Card,Cancelled,0,3
O01138,C209,P052,6,2025-01-24,UPI,Delivered,5,1
O01139,C085,P022,10,2025-01-15,UPI,Cancelled,20,4
O01140,C006,P003,7,2025-06-23,Card,Returned,15,5
O01141,C273,P040,2,2025-04-14,UPI,Shipped,0,4
O01142,C274,P032,6,2025-03-04,UPI,Returned,5,5
O01143,C116,P008,3,2025-01-20,Cash,Shipped,20,3
O01144,C027,P044,7,2025-05-07,Net Banking,Shipped,10,1
O01145,C174,P028,4,2025-05-19,UPI,Cancelled,10,4
O01146,C151,P044,5,2025-02-24,UPI,Returned,5,3
O01147,C264,P030,1,2025-04-29,Net Banking,Delivered,10,1
O01148,C236,P062,6,2025-03-18,Cash,Delivered,0,3
O01149,C096,P016,7,2025-04-01,UPI,Delivered,15,4
O01150,C102,P058,2,2025-05-16,Card,Returned,0,4
O01151,C004,P037,3,2025-06-18,Cash,Shipped,15,4
O01152,C192,P035,5,2025-04-04,Net Banking,Shipped,20,3
O01153,C056,P007,8,2025-06-18,Net Banking,Shipped,5,3
O01154,C223,P012,1,2025-04-02,Card,Delivered,5,3
O01155,C021,P006,3,2025-04-12,Net Banking,Cancelled,0,2
O01156,C102,P069,8,2025-06-20,Cash,Delivered,15,4
O01157,C282,P044,8,2025-06-24,Card,Cancelled,15,5
O01158,C200,P046,3,2025-01-29,UPI,Delivered,5,2
O01159,C177,P060,9,2025-01-04,Card,Delivered,10,4
O01160,C005,P050,7,2025-05-03,Cash,Cancelled,15,1
O01161,C220,P070,4,2025-06-08,Card,Shipped,5,3
O01162,C059,P045,5,2025-06-29,Card,Returned,5,4
O01163,C053,P005,9,2025-06-06,Card,Shipped,20,2
O01164,C118,P012,2,2025-02-03,Net Banking,Delivered,10,2
O01165,C075,P018,7,2025-01-05,Card,Delivered,0,4
O01166,C209,P064,9,2025-03-20,Card,Shipped,10,4
O01167,C246,P024,1,2025-05-11,Net Banking,Delivered,10,1
O01168,C138,P007,6,2025-03-13,Cash,Returned,5,3
O01169,C025,P068,3,2025-01-11,UPI,Delivered,10,2
O01170,C147,P059,8,2025-03-13,UPI,Returned,5,3
O01171,C252,P041,6,2025-03-27,Cash,Delivered,0,1
O01172,C283,P020,3,2025-03-26,Cash,Cancelled,20,5
O01173,C191,P051,4,2025-06-16,Cash,Shipped,20,4
O01174,C045,P045,2,2025-02-03,UPI,Delivered,20,2
O01175,C099,P052,8,2025-01-26,UPI,Cancelled,10,4
O01176,C104,P022,9,2025-02-09,UPI,Shipped,5,4
O01177,C282,P018,5,2025-05-24,Cash,Cancelled,15,1
O01178,C224,P012,2,2025-05-04,Net Banking,Delivered,5,5
O01179,C141,P050,3,2025-03-16,UPI,Delivered,5,4
O01180,C254,P029,9,2025-05-12,UPI,Shipped,15,5
O01181,C197,P016,9,2025-04-10,Net Banking,Cancelled,5,2
O01182,C002,P011,3,2025-05-27,Card,Delivered,20,4
O01183,C258,P055,9,2025-03-08,Cash,Shipped,10,3
O01184,C283,P070,2,2025-02-13,Card,Delivered,20,2
O01185,C150,P017,1,2025-06-13,Card,Cancelled,5,3
O01186,C027,P007,4,2025-02-23,UPI,Delivered,10,5
O01187,C189,P048,6,2025-01-22,Cash,Shipped,15,5
O01188,C151,P063,6,2025-01-15,UPI,Cancelled,5,3
O01189,C091,P016,5,2025-01-05,UPI,Returned,10,5
O01190,C283,P041,4,2025-04-24,Card,Cancelled,10,2
O01191,C298,P011,7,2025-02-09,Net Banking,Shipped,15,3
O01192,C076,P005,8,2025-01-24,Net Banking,Shipped,15,2
O01193,C091,P041,4,2025-05-26,Net Banking,Shipped,10,1
O01194,C159,P044,3,2025-02-15,Net Banking,Shipped,0,2
O01195,C037,P053,7,2025-03-04,Net Banking,Returned,0,5
O01196,C071,P028,1,2025-06-04,UPI,Returned,15,1
O01197,C057,P030,1,2025-06-14,UPI,Shipped,5,1
O01198,C138,P052,3,2025-06-10,UPI,Delivered,0,5
O01199,C174,P029,2,2025-02-21,Card,Returned,20,4
O01200,C084,P002,5,2025-03-26,Net Banking,Shipped,5,1
O01201,C279,P075,5,2025-06-10,UPI,Delivered,0,1
O01202,C279,P057,5,2025-01-27,Net Banking,Shipped,0,2
O01203,C013,P061,4,2025-04-20,Net Banking,Shipped,10,3
O01204,C116,P072,7,2025-06-25,UPI,Returned,5,1
O01205,C115,P067,2,2025-03-14,Cash,Delivered,20,3
O01206,C061,P055,6,2025-01-22,UPI,Shipped,5,4
O01207,C272,P011,6,2025-06-03,Card,Returned,5,3
O01208,C147,P046,6,2025-01-27,Cash,Returned,10,3
O01209,C040,P048,1,2025-02-08,Card,Cancelled,5,4
O01210,C229,P027,8,2025-01-18,UPI,Returned,10,2
O01211,C047,P051,6,2025-02-02,Card,Returned,10,3
O01212,C254,P056,7,2025-05-04,Net Banking,Cancelled,5,2
O01213,C197,P048,7,2025-05-21,Net Banking,Returned,20,5
O01214,C118,P055,7,2025-01-22,Net Banking,Shipped,0,2
O01215,C186,P016,1,2025-02-22,UPI,Cancelled,20,4
O01216,C069,P010,2,2025-01-16,Cash,Cancelled,5,3
O01217,C236,P012,3,2025-05-22,Net Banking,Shipped,5,2
O01218,C029,P044,3,2025-01-31,Card,Returned,0,4
O01219,C191,P075,1,2025-06-29,UPI,Delivered,15,5
O01220,C081,P032,1,2025-02-07,Cash,Shipped,0,2
O01221,C040,P047,1,2025-05-26,Net Banking,Shipped,5,4
O01222,C072,P002,9,2025-06-28,Cash,Returned,15,3
O01223,C228,P040,1,2025-03-15,UPI,Shipped,0,1
O01224,C089,P016,9,2025-02-11,UPI,Returned,15,4
O01225,C284,P026,5,2025-05-27,Cash,Shipped,15,2
O01226,C140,P073,2,2025-05-14,Net Banking,Shipped,5,4
O01227,C029,P019,4,2025-04-11,Card,Delivered,15,4
O01228,C161,P023,7,2025-04-08,Card,Delivered,10,4
O01229,C100,P075,5,2025-01-28,UPI,Delivered,10,5
O01230,C172,P026,1,2025-03-03,Cash,Shipped,20,1
O01231,C034,P009,4,2025-06-02,UPI,Cancelled,5,5
O01232,C104,P054,1,2025-03-03,Cash,Delivered,20,5
O01233,C023,P020,10,2025-05-04,UPI,Delivered,10,1
O01234,C159,P045,1,2025-04-02,Cash,Returned,20,2
O01235,C162,P012,7,2025-04-02,Card,Delivered,10,4
O01236,C258,P030,2,2025-05-09,Card,Delivered,20,4
O01237,C245,P018,10,2025-01-10,Cash,Shipped,5,4
O01238,C041,P070,2,2025-03-01,Card,Shipped,5,5
O01239,C265,P032,10,2025-06-16,Cash,Returned,5,3
O01240,C149,P055,6,2025-06-09,Net Banking,Delivered,15,2
O01241,C107,P058,10,2025-06-05,UPI,Shipped,20,4
O01242,C050,P069,1,2025-02-06,Cash,Delivered,15,1
O01243,C233,P007,6,2025-02-13,Cash,Shipped,0,3
O01244,C296,P051,6,2025-04-01,UPI,Delivered,5,4
O01245,C133,P068,8,2025-03-07,Net Banking,Shipped,0,5
O01246,C250,P059,1,2025-04-04,Cash,Returned,15,5
O01247,C067,P052,8,2025-04-04,Cash,Cancelled,0,4
O01248,C260,P034,8,2025-03-09,UPI,Delivered,5,5
O01249,C005,P029,3,2025-01-27,Cash,Returned,5,5
O01250,C205,P059,2,2025-02-27,Net Banking,Returned,0,3
O01251,C239,P028,8,2025-06-14,Net Banking,Delivered,0,2
O01252,C056,P002,7,2025-04-21,Card,Returned,10,1
O01253,C163,P042,6,2025-06-04,Net Banking,Shipped,15,1
O01254,C143,P041,8,2025-01-10,Card,Returned,5,2
O01255,C164,P062,10,2025-01-09,Net Banking,Delivered,10,4
O01256,C243,P002,4,2025-01-14,Card,Delivered,15,3
O01257,C130,P005,3,2025-01-22,Card,Delivered,10,4
O01258,C042,P010,5,2025-04-26,Net Banking,Shipped,10,2
O01259,C028,P064,2,2025-04-20,Cash,Cancelled,5,2
O01260,C179,P043,7,2025-05-04,Net Banking,Shipped,15,3
O01261,C293,P070,7,2025-01-03,Card,Delivered,20,5
O01262,C075,P018,6,2025-06-20,Cash,Delivered,5,4
O01263,C076,P054,8,2025-03-23,UPI,Returned,10,5
O01264,C002,P020,8,2025-02-02,Net Banking,Delivered,0,2
O01265,C097,P062,7,2025-06-28,Card,Returned,5,3
O01266,C108,P031,4,2025-06-23,UPI,Cancelled,10,1
O01267,C155,P027,5,2025-05-09,UPI,Returned,15,4
O01268,C211,P022,6,2025-04-01,Net Banking,Cancelled,0,2
O01269,C235,P067,7,2025-04-06,Card,Shipped,20,4
O01270,C196,P015,5,2025-06-18,Net Banking,Cancelled,20,1
O01271,C045,P062,2,2025-01-23,UPI,Returned,0,4
O01272,C279,P026,2,2025-06-12,Net Banking,Delivered,10,4
O01273,C109,P054,4,2025-04-27,Net Banking,Delivered,5,4
O01274,C064,P032,6,2025-04-29,Net Banking,Returned,0,3
O01275,C115,P014,9,2025-03-14,Cash,Cancelled,10,4
O01276,C124,P027,1,2025-04-17,UPI,Delivered,0,2
O01277,C192,P010,9,2025-06-03,Cash,Cancelled,5,5
O01278,C221,P040,4,2025-05-23,Net Banking,Shipped,20,4
O01279,C027,P040,10,2025-04-20,Card,Returned,5,4
O01280,C163,P057,9,2025-02-10,Net Banking,Shipped,0,2
O01281,C259,P060,2,2025-06-11,Net Banking,Cancelled,20,2
O01282,C166,P036,4,2025-01-24,UPI,Delivered,15,1
O01283,C079,P056,1,2025-06-08,UPI,Returned,0,2
O01284,C233,P070,6,2025-02-17,Card,Shipped,10,2
O01285,C275,P027,4,2025-04-07,Cash,Delivered,10,1
O01286,C074,P043,1,2025-06-13,UPI,Delivered,15,5
O01287,C063,P036,2,2025-02-06,Cash,Cancelled,5,1
O01288,C040,P075,8,2025-04-03,Card,Returned,0,4
O01289,C012,P038,7,2025-01-19,Net Banking,Delivered,5,4
O01290,C193,P012,6,2025-06-12,Net Banking,Shipped,5,3
O01291,C006,P029,3,2025-06-18,UPI,Delivered,10,3
O01292,C248,P019,10,2025-06-03,UPI,Shipped,20,3
O01293,C063,P004,4,2025-06-05,UPI,Delivered,20,5
